contactRate,cancelSports,hybridClasses,closeFitness,tracebackDays,ctProtocol,fCompliance,sIsolationCTCompliance,sIsolationCompliance,sPhysicalDistancingCompliance,sMaskCompliance,parties,maskAllN95,dailyTests,studentFacingStaffTestingBoost,percVaccinated,cumulativeInfections,peakNumInfected,totDeath,percPeopleInfected
LOW,NO,NO,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,SOME,NO,200,5,0,220,160,3,0.073333333
LOW,NO,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,100,1,0,234,168,4,0.078
LOW,NO,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,200,1,0,237,169,0,0.079
LOW,NO,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,100,5,0,228,170,3,0.076
LOW,NO,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,200,5,0,218,156,4,0.072666667
LOW,NO,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,100,1,0,248,156,3,0.082666667
LOW,NO,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,200,1,0,252,181,5,0.084
LOW,NO,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,100,5,0,235,156,2,0.078333333
LOW,NO,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,200,5,0,250,157,2,0.083333333
LOW,NO,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,100,1,0,209,149,4,0.069666667
LOW,NO,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,200,1,0,261,166,2,0.087
LOW,NO,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,100,5,0,236,159,5,0.078666667
LOW,NO,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,200,5,0,264,185,4,0.088
LOW,NO,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,100,1,0,218,152,2,0.072666667
LOW,NO,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,200,1,0,260,171,2,0.086666667
LOW,NO,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,100,5,0,234,166,1,0.078
LOW,NO,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,200,5,0,214,134,5,0.071333333
LOW,NO,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,100,1,0,242,177,3,0.080666667
LOW,NO,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,200,1,0,233,169,3,0.077666667
LOW,NO,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,100,5,0,188,136,3,0.062666667
LOW,NO,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,200,5,0,226,158,4,0.075333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,YES,100,1,0,248,160,3,0.082666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,YES,200,1,0,210,150,3,0.07
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,YES,100,5,0,255,161,7,0.085
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,YES,200,5,0,208,144,4,0.069333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,100,1,0,239,156,1,0.079666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,200,1,0,261,174,1,0.087
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,100,5,0,241,176,5,0.080333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,200,5,0,236,166,4,0.078666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,100,1,0,209,155,0,0.069666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,200,1,0,216,164,1,0.072
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,100,5,0,205,142,1,0.068333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,200,5,0,237,173,2,0.079
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,100,1,0,233,170,4,0.077666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,200,1,0,215,160,2,0.071666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,100,5,0,192,140,1,0.064
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,200,5,0,200,152,1,0.066666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,100,1,0,283,198,5,0.094333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,200,1,0,249,172,1,0.083
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,100,5,0,261,163,0,0.087
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,200,5,0,267,190,3,0.089
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,100,1,0,240,172,2,0.08
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,200,1,0,225,152,4,0.075
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,100,5,0,244,168,3,0.081333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,200,5,0,204,143,5,0.068
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,100,1,0,231,174,1,0.077
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,200,1,0,213,154,0,0.071
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,100,5,0,244,170,3,0.081333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,200,5,0,213,161,1,0.071
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,100,1,0,197,137,2,0.065666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,200,1,0,190,137,4,0.063333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,100,5,0,208,158,1,0.069333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,200,5,0,205,158,3,0.068333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,100,1,0,244,174,5,0.081333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,200,1,0,203,140,2,0.067666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,100,5,0,237,158,3,0.079
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,200,5,0,200,135,6,0.066666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,100,1,0,246,175,1,0.082
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,200,1,0,236,158,6,0.078666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,100,5,0,232,166,1,0.077333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,200,5,0,220,146,1,0.073333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,100,1,0,205,152,4,0.068333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,200,1,0,207,139,2,0.069
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,100,5,0,210,152,3,0.07
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,200,5,0,188,140,0,0.062666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,100,1,0,204,158,3,0.068
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,200,1,0,219,170,3,0.073
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,100,5,0,222,161,4,0.074
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,200,5,0,214,166,3,0.071333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,100,1,0,230,172,5,0.076666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,200,1,0,198,141,2,0.066
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,100,5,0,247,180,6,0.082333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,200,5,0,227,152,3,0.075666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,100,1,0,213,152,3,0.071
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,200,1,0,218,162,3,0.072666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,100,5,0,260,182,5,0.086666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,200,5,0,200,145,3,0.066666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,100,1,0,205,149,5,0.068333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,200,1,0,188,140,3,0.062666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,100,5,0,205,161,2,0.068333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,200,5,0,219,167,2,0.073
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,100,1,0,199,145,3,0.066333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,200,1,0,204,148,1,0.068
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,100,5,0,190,136,0,0.063333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,200,5,0,202,155,3,0.067333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,YES,100,1,0,236,175,3,0.078666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,YES,200,1,0,277,186,5,0.092333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,YES,100,5,0,253,163,2,0.084333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,YES,200,5,0,221,145,0,0.073666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,100,1,0,266,181,3,0.088666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,200,1,0,260,172,3,0.086666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,100,5,0,233,156,5,0.077666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,200,5,0,214,155,5,0.071333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,100,1,0,213,146,4,0.071
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,200,1,0,209,151,1,0.069666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,100,5,0,237,173,2,0.079
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,200,5,0,216,151,2,0.072
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,100,1,0,202,149,3,0.067333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,200,1,0,209,155,2,0.069666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,100,5,0,208,152,2,0.069333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,200,5,0,191,130,1,0.063666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,100,1,0,240,173,3,0.08
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,200,1,0,229,160,1,0.076333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,100,5,0,226,147,0,0.075333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,200,5,0,257,174,1,0.085666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,100,1,0,228,148,3,0.076
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,200,1,0,197,130,2,0.065666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,100,5,0,206,155,1,0.068666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,200,5,0,226,154,0,0.075333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,100,1,0,189,138,2,0.063
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,200,1,0,202,159,2,0.067333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,100,5,0,201,138,4,0.067
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,200,5,0,230,168,3,0.076666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,100,1,0,225,152,2,0.075
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,200,1,0,220,164,0,0.073333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,100,5,0,224,157,3,0.074666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,200,5,0,207,142,2,0.069
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,100,1,0,236,165,4,0.078666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,200,1,0,257,186,6,0.085666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,100,5,0,229,159,3,0.076333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,200,5,0,255,176,3,0.085
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,SOME,YES,100,1,0,211,156,0,0.070333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,SOME,YES,200,1,0,190,124,3,0.063333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,SOME,YES,100,5,0,200,146,3,0.066666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,SOME,YES,200,5,0,198,145,3,0.066
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,SOME,YES,100,1,0,215,166,3,0.071666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,SOME,YES,200,1,0,211,145,0,0.070333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,SOME,YES,100,5,0,217,167,1,0.072333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,SOME,YES,200,5,0,210,145,2,0.07
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,YES,100,1,0,215,164,4,0.071666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,YES,200,1,0,201,149,4,0.067
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,YES,100,5,0,207,141,5,0.069
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,YES,200,5,0,194,148,2,0.064666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,YES,100,1,0,197,140,2,0.065666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,YES,200,1,0,222,168,0,0.074
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,YES,100,5,0,221,152,1,0.073666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,YES,200,5,0,197,142,1,0.065666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,YES,100,1,0,224,164,1,0.074666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,YES,200,1,0,232,167,4,0.077333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,YES,100,5,0,203,139,2,0.067666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,YES,200,5,0,230,164,0,0.076666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,YES,100,1,0,206,149,2,0.068666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,YES,200,1,0,211,152,4,0.070333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,YES,100,5,0,194,144,1,0.064666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,YES,200,5,0,195,139,2,0.065
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,YES,100,1,0,204,147,4,0.068
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,YES,200,1,0,208,156,1,0.069333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,YES,100,5,0,211,140,3,0.070333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,YES,200,5,0,193,145,2,0.064333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,NO,100,1,0,412,191,6,0.137333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,NO,200,1,0,315,185,5,0.105
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,NO,100,5,0,334,181,7,0.111333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,NO,200,5,0,356,187,4,0.118666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,NO,100,1,0,321,168,2,0.107
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,NO,200,1,0,319,164,5,0.106333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,NO,100,5,0,329,169,3,0.109666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,NO,200,5,0,283,160,3,0.094333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,NO,100,1,0,271,194,2,0.090333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,NO,200,1,0,248,170,3,0.082666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,NO,100,5,0,277,186,0,0.092333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,NO,200,5,0,287,174,4,0.095666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,NO,100,1,0,267,167,4,0.089
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,NO,200,1,0,238,152,3,0.079333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,NO,100,5,0,266,171,2,0.088666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,NO,200,5,0,242,173,5,0.080666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,100,1,0,292,175,1,0.097333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,200,1,0,275,157,2,0.091666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,100,5,0,319,189,4,0.106333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,200,5,0,294,175,0,0.098
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,100,1,0,303,197,2,0.101
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,200,1,0,285,159,1,0.095
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,100,5,0,280,187,3,0.093333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,200,5,0,309,200,5,0.103
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,100,1,0,274,157,3,0.091333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,200,1,0,246,155,2,0.082
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,100,5,0,243,169,2,0.081
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,200,5,0,267,172,3,0.089
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,100,1,0,274,173,5,0.091333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,200,1,0,242,156,1,0.080666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,100,5,0,263,169,2,0.087666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,200,5,0,280,176,4,0.093333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,100,1,0,252,187,2,0.084
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,200,1,0,248,160,7,0.082666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,100,5,0,238,156,3,0.079333333
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,200,5,0,273,165,1,0.091
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,100,1,0,232,157,3,0.077333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,200,1,0,253,164,5,0.084333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,100,5,0,229,148,3,0.076333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,200,5,0,233,160,2,0.077666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,100,1,0,252,171,2,0.084
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,200,1,0,243,175,3,0.081
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,100,5,0,269,188,5,0.089666667
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,200,5,0,239,150,6,0.079666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,100,1,0,205,136,2,0.068333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,200,1,0,231,164,8,0.077
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,100,5,0,200,138,2,0.066666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,200,5,0,229,176,4,0.076333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,NO,100,1,0,247,161,3,0.082333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,NO,200,1,0,207,147,1,0.069
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,NO,100,5,0,264,176,2,0.088
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,NO,200,5,0,268,170,2,0.089333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,NO,100,1,0,188,143,2,0.062666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,NO,200,1,0,211,144,5,0.070333333
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,NO,100,5,0,236,140,4,0.078666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,NO,200,5,0,237,166,1,0.079
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,NO,100,1,0,227,159,2,0.075666667
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,NO,200,1,0,247,175,5,0.082333333
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,NO,100,5,0,225,141,0,0.075
LOW,NO,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,NO,200,5,0,209,142,1,0.069666667
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,NO,100,1,0,198,138,1,0.066
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,NO,200,1,0,198,134,2,0.066
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,NO,100,5,0,231,155,2,0.077
LOW,NO,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,NO,200,5,0,219,153,4,0.073
LOW,NO,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,NO,100,1,0,327,189,3,0.109
